gene_id	gene_id_clean	gene_name	chrom	start	end	strand	gene_type	chromosome_clean	is_chrX	overlaps_chrX_PAR	within_chrX_PAR	PAR_status	literature_gene_id_clean	literature_symbol	literature_escape_category	literature_escape_class	Andergassen_Status	Berletch_Status	Borensztein_Status	Calabrese_Status	Cheng_Status	Finn_Status	Gendrel_Status	Janiszewski_Status	Li_Status	Lopes_Status	Marks_Status	Reinius2010_Status	Reinius2016_Status	Splinter_Status	Wu_Status	Yang_Status	Yue_Status	Yang2022_Status	Bowness_Status	escape_match_method	preferred_escape_class	atlas_gene_group	atlas_gene_group_display
ENSMUSG00000120757	ENSMUSG00000120757	Gm56682	chrX	133909600	133910587	+	lncRNA	X	True	False	False	nonPAR																									nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000089759	ENSMUSG00000089759	3632454L22Rik	chrX	133923483	133961085	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000089759	3632454L22Rik	facultative	nonPAR_variable_escape																		E		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000085556	ENSMUSG00000085556	Gm15020	chrX	134023627	134053345	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000085556	Gm15020	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000079432	ENSMUSG00000079432	Gm15023	chrX	134068373	134078381	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079432	Gm15023	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031409	ENSMUSG00000031409	Tceal6	chrX	134109436	134111436	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031409	Tceal6	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000067360	ENSMUSG00000067360	Pramel3	chrX	134203056	134213401	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000067360	Pramel3	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000087428	ENSMUSG00000087428	Gm15017	chrX	134230510	134249876	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000087428	Gm15017	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000094004	ENSMUSG00000094004	Gm5128	chrX	134274033	134284142	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000094004	Gm5128	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000096508	ENSMUSG00000096508	Gm7903	chrX	134334584	134344579	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000096508	Gm7903	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000054994	ENSMUSG00000054994	AV320801	chrX	134395337	134405343	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000054994	AV320801	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000086685	ENSMUSG00000086685	Gm15015	chrX	134420340	134450065	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000086685	Gm15015	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000031410	ENSMUSG00000031410	Nxf7	chrX	134480304	134499526	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031410	Nxf7	silenced	nonPAR_subject				S							S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031411	ENSMUSG00000031411	Pramex1	chrX	134513751	134528454	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031411	Prame	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000058252	ENSMUSG00000058252	Tcp11x2	chrX	134555447	134594539	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000058252	1700008I05Rik	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000060726	ENSMUSG00000060726	Tmsb15a	chrX	134619416	134626010	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000060726	Tmsb15a	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000072969	ENSMUSG00000072969	Armcx5	chrX	134643482	134648071	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000072969	Armcx5	silenced	nonPAR_subject					S								S			S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000043384	ENSMUSG00000043384	Gprasp1	chrX	134643482	134704223	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000043384	Gprasp1	facultative	nonPAR_variable_escape		E	S	E	S			S			S		S		S	S		S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000072964	ENSMUSG00000072964	Bhlhb9	chrX	134698343	134791830	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000072964	Bhlhb9	silenced	nonPAR_subject				S	S			S			S		S		S	S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000072966	ENSMUSG00000072966	Gprasp2	chrX	134739783	134745479	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000072966	Gprasp2	silenced	nonPAR_subject				S							S		S		S			S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000048040	ENSMUSG00000048040	Arxes2	chrX	134894573	134896104	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000048040	Arxes2	facultative	nonPAR_variable_escape	E				S			S					S		S	S		S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000048355	ENSMUSG00000048355	Arxes1	chrX	134934116	134935695	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000048355	Arxes1	silenced	nonPAR_subject					S			S					S		S			S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000042750	ENSMUSG00000042750	Bex2	chrX	134967313	134968985	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000042750	Bex2	facultative	nonPAR_variable_escape	E										S		S					S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000057000	ENSMUSG00000057000	Nxf3	chrX	134972848	134986004	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000057000	Nxf3	silenced	nonPAR_subject											S					S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000087553	ENSMUSG00000087553	5730412P04Rik	chrX	135005352	135016169	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000087553	5730412P04Rik	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000047844	ENSMUSG00000047844	Bex4	chrX	135039745	135041192	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000047844	Bex4	facultative	nonPAR_variable_escape	E										S									ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000051579	ENSMUSG00000051579	Tceal8	chrX	135069733	135073091	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000051579	Tceal8	silenced	nonPAR_subject								S			S		S		S	S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000054034	ENSMUSG00000054034	Tceal5	chrX	135101697	135104625	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000054034	Tceal5	facultative	nonPAR_variable_escape	E										S		S		S					ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000050071	ENSMUSG00000050071	Bex1	chrX	135114721	135116262	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000050071	Bex1	silenced	nonPAR_subject				S							S		S		S					ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000079428	ENSMUSG00000079428	Tceal7	chrX	135115528	135126849	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079428	Tceal7	facultative	nonPAR_variable_escape	E										S									ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000042712	ENSMUSG00000042712	Tceal9	chrX	135145828	135147888	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000042712	Wbp5	facultative	nonPAR_variable_escape	E							S	E							S		S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000046432	ENSMUSG00000046432	Bex3	chrX	135171002	135172727	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000046432	Ngfrap1	silenced	nonPAR_subject																S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000057439	ENSMUSG00000057439	Kir3dl2	chrX	135348856	135444805	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000057439	Kir3dl2	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000031424	ENSMUSG00000031424	Kir3dl1	chrX	135418748	135435058	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031424	Kir3dl1	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000044550	ENSMUSG00000044550	Tceal3	chrX	135491591	135569127	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000044550	Tceal3	silenced	nonPAR_subject											S				S					ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000049536	ENSMUSG00000049536	Tceal1	chrX	135608731	135612227	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000049536	Tceal1	silenced	nonPAR_subject											S		S		S			S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031422	ENSMUSG00000031422	Morf4l2	chrX	135633691	135644439	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031422	Morf4l2	facultative	nonPAR_variable_escape				S					E		S		S		S	S		S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000087368	ENSMUSG00000087368	BC065397	chrX	135642573	135704113	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000087368	BC065397	silenced	nonPAR_subject				S							S		S			S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000018595	ENSMUSG00000018595	Glra4	chrX	135658423	135680890	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000018595	Glra4	silenced	nonPAR_subject											S							S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031425	ENSMUSG00000031425	Plp1	chrX	135723420	135740482	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031425	Plp1	facultative	nonPAR_variable_escape	E	E		S							S		S		S	S		S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000043463	ENSMUSG00000043463	Rab9b	chrX	135758896	135769504	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000043463	Rab9b	silenced	nonPAR_subject											S					S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000048155	ENSMUSG00000048155	H2bw2	chrX	135828074	135829125	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000048155	H2bfm	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000089996	ENSMUSG00000089996	Tmsb15b2	chrX	135856014	135858774	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000089996	Tmsb15b2	silenced	nonPAR_subject					S			S			S							S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000089768	ENSMUSG00000089768	Tmsb15b1	chrX	135874771	135877623	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000089768	Tmsb15b1	silenced	nonPAR_subject					S			S			S		S							ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000044348	ENSMUSG00000044348	Slc25a53	chrX	135881865	135939051	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000044348	Slc25a53	silenced	nonPAR_subject				S				S								S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031428	ENSMUSG00000031428	Zcchc18	chrX	135893904	135899221	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031428	Zcchc18	silenced	nonPAR_subject											S		S			S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000042595	ENSMUSG00000042595	Fam199x	chrX	135950343	135983252	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000042595	Fam199x	facultative	nonPAR_variable_escape	E	E		S	S			S			S		S			S		S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000023443	ENSMUSG00000023443	Esx1	chrX	136016146	136022832	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000023443	Esx1	silenced	nonPAR_subject				S							S					S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000059203	ENSMUSG00000059203	Il1rapl2	chrX	136471357	137747695	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000059203	Il1rapl2	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000071686	ENSMUSG00000071686	Tex13a	chrX	137108914	137110329	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000071686	Tex13a	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000052854	ENSMUSG00000052854	Nrk	chrX	137815179	137911281	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000052854	Nrk	silenced	nonPAR_subject				S							S		S					S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031271	ENSMUSG00000031271	Serpina7	chrX	137980006	137985985	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031271	Serpina7	silenced	nonPAR_subject											S					S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031270	ENSMUSG00000031270	4930513O06Rik	chrX	137986992	137994154	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000031270	4930513O06Rik	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000042525	ENSMUSG00000042525	4933428M09Rik	chrX	138079977	138081758	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000042525	4933428M09Rik	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000042515	ENSMUSG00000042515	Pwwp3b	chrX	138110791	138139084	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000042515	Mum1l1	silenced	nonPAR_subject				S				S					S			S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000086807	ENSMUSG00000086807	Platr21	chrX	138140975	138258514	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000086807	C330013F16Rik	silenced	nonPAR_subject				S																ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000051257	ENSMUSG00000051257	Trap1a	chrX	138234432	138238918	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000051257	Trap1a	silenced	nonPAR_subject			S	S	S						S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000042498	ENSMUSG00000042498	Radx	chrX	138381116	138455331	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000042498	D330045A20Rik	silenced	nonPAR_subject				S														S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031438	ENSMUSG00000031438	Rnf128	chrX	138464065	138573894	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031438	Rnf128	facultative	nonPAR_variable_escape	E	E		E	S			S			S		S			S		S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000042473	ENSMUSG00000042473	Tbc1d8b	chrX	138585745	138654154	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000042473	Tbc1d8b	silenced	nonPAR_subject				S				S			S		S			S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000072945	ENSMUSG00000072945	Ripply1	chrX	138680298	138683102	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000072945	Ripply1	silenced	nonPAR_subject											S					S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000047230	ENSMUSG00000047230	Cldn2	chrX	138701577	138712135	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000047230	Cldn2	silenced	nonPAR_subject											S					S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031434	ENSMUSG00000031434	Morc4	chrX	138722381	138772426	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031434	Morc4	facultative	nonPAR_variable_escape				S	S	E		S			S		S			S		S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000031433	ENSMUSG00000031433	Rbm41	chrX	138790260	138899344	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031433	Rbm41	facultative	nonPAR_variable_escape	E			S							E		S			S		S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000072944	ENSMUSG00000072944	Nup62cl	chrX	138907554	138963461	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000072944	Nup62cl	silenced	nonPAR_subject				S							S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000042433	ENSMUSG00000042433	Dnaaf6b	chrX	138963628	139007546	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000042433	E230019M04Rik	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000086441	ENSMUSG00000086441	Gm15046	chrX	139079447	139178611	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000086441	Gm15046	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000042425	ENSMUSG00000042425	Frmpd3	chrX	139243012	139336216	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000042425	Frmpd3	silenced	nonPAR_subject											S					S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000120773	ENSMUSG00000120773	Gm32113	chrX	139284326	139286643	-	lncRNA	X	True	False	False	nonPAR																									nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000031432	ENSMUSG00000031432	Prps1	chrX	139357362	139376889	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031432	Prps1	facultative	nonPAR_variable_escape	E		S	S	S			S			S		S		S	S		S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000031431	ENSMUSG00000031431	Tsc22d3	chrX	139440277	139501408	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031431	Tsc22d3	silenced	nonPAR_subject				S	S			S			S		S			S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000000266	ENSMUSG00000000266	Mid2	chrX	139565348	139668464	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000000266	Mid2	silenced	nonPAR_subject				S				S			S		S		S	S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000085146	ENSMUSG00000085146	Eif2c5	chrX	139676984	139697629	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000085146	Eif2c5	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000042386	ENSMUSG00000042386	Tex13b	chrX	139709056	139714182	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000042386	Tex13	silenced	nonPAR_subject				S																ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031430	ENSMUSG00000031430	Vsig1	chrX	139808357	139840221	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031430	Vsig1	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031429	ENSMUSG00000031429	Psmd10	chrX	139849178	139857477	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031429	Psmd10	silenced	nonPAR_subject			S	S	S						S		S		S	S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000079418	ENSMUSG00000079418	Atg4a	chrX	139857656	139947266	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079418	Atg4a	silenced	nonPAR_subject				S				S			S		S			S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031273	ENSMUSG00000031273	Col4a6	chrX	139948399	140257072	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031273	Col4a6	silenced	nonPAR_subject																		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031274	ENSMUSG00000031274	Col4a5	chrX	140258381	140472230	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031274	Col4a5	silenced	nonPAR_subject								S			S		S		S	S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000054667	ENSMUSG00000054667	Irs4	chrX	140493994	140508259	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000054667	Irs4	silenced	nonPAR_subject											S					S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000086426	ENSMUSG00000086426	Gm15295	chrX	140507834	140509159	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000086426	Gm15295	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000086907	ENSMUSG00000086907	Gm15298	chrX	140683578	140685451	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000086907	Gm15298	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000042282	ENSMUSG00000042282	Gucy2f	chrX	140864156	140979927	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000042282	Gucy2f	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000042271	ENSMUSG00000042271	Nxt2	chrX	141009766	141022688	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000042271	Nxt2	silenced	nonPAR_subject				S				S			S		S			S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000090122	ENSMUSG00000090122	Kcne1l	chrX	141087748	141089290	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000090122	Kcne1l	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031278	ENSMUSG00000031278	Acsl4	chrX	141100989	141173531	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031278	Acsl4	silenced	nonPAR_subject				S	S			S			S		S		S	S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000047045	ENSMUSG00000047045	Tmem164	chrX	141464402	141626490	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000047045	Tmem164	facultative	nonPAR_variable_escape	E	E		S	S						S		S		S	S		S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000042225	ENSMUSG00000042225	Ammecr1	chrX	141634142	141749724	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000042225	Ammecr1	silenced	nonPAR_subject				S				S			S		S			S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000085584	ENSMUSG00000085584	Rtl9	chrX	141876886	141887293	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000085584	Rgag1	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000031283	ENSMUSG00000031283	Chrdl1	chrX	142068670	142177258	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031283	Chrdl1	silenced	nonPAR_subject											S		S					S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031284	ENSMUSG00000031284	Pak3	chrX	142301587	142580792	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031284	Pak3	silenced	nonPAR_subject								S			S		S		S	S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000067276	ENSMUSG00000067276	Capn6	chrX	142585227	142610410	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000067276	Capn6	silenced	nonPAR_subject											S		S					S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031285	ENSMUSG00000031285	Dcx	chrX	142638838	142716307	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031285	Dcx	silenced	nonPAR_subject											S		S		S	S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000085139	ENSMUSG00000085139	A730046J19Rik	chrX	142936691	142949270	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000085139	A730046J19Rik	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000041718	ENSMUSG00000041718	Alg13	chrX	143100800	143157446	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000041718	Alg13	facultative	nonPAR_variable_escape		E		S	E			S			S		S			S		S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000041710	ENSMUSG00000041710	Trpc5	chrX	143164667	143471176	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000041710	Trpc5	silenced	nonPAR_subject											S				S					ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000072934	ENSMUSG00000072934	Trpc5os	chrX	143239577	143260062	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000072934	Trpc5os	silenced	nonPAR_subject				S														S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000071679	ENSMUSG00000071679	Rtl4	chrX	143471903	143905407	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000071679	Zcchc16	silenced	nonPAR_subject																S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000041700	ENSMUSG00000041700	Lhfpl1	chrX	144073355	144132085	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000041700	Lhfpl1	silenced	nonPAR_subject											S			S				S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000041688	ENSMUSG00000041688	Amot	chrX	144229421	144288177	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000041688	Amot	facultative	nonPAR_variable_escape	E			S	S			S			S		S		S	S		S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000041380	ENSMUSG00000041380	Htr2c	chrX	145745509	145980273	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000041380	Htr2c	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031289	ENSMUSG00000031289	Il13ra2	chrX	146166472	146212188	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031289	Il13ra2	silenced	nonPAR_subject											S					S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
