gene_name	gene_id_clean	chromosome_clean	is_chrX	PAR_status	preferred_escape_class	atlas_gene_group	atlas_gene_group_display	chrom	start	end	strand	ensembl_gene_id	gene_symbol	biotype	par_source_gene_name	category	xci_status	PAR_region
ENSG00000234613	ENSG00000234613	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	45913267	45917040	-	ENSG00000234613	ENSG00000234613	lncRNA			Unknown	nonPAR
ENSG00000234622	ENSG00000234622	X	True	PAR	PAR	PAR	PAR	chrX	1767347	1768776	+	ENSG00000234622	ENSG00000234622	lncRNA			Unknown	PAR1
MED14OS	ENSG00000234636	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	40735400	40738701	+	ENSG00000234636	MED14OS	lncRNA			Unknown	nonPAR
GPR50-AS1	ENSG00000234696	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	151175192	151177836	-	ENSG00000234696	GPR50-AS1	lncRNA			Unknown	nonPAR
ENSG00000234712	ENSG00000234712	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	145232929	145233619	-	ENSG00000234712	ENSG00000234712	lncRNA			Unknown	nonPAR
LINC01496	ENSG00000234766	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	51498490	51511005	-	ENSG00000234766	LINC01496	lncRNA			Unknown	nonPAR
ENSG00000235189	ENSG00000235189	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	129869064	129957528	-	ENSG00000235189	ENSG00000235189	lncRNA			Unknown	nonPAR
DANT2	ENSG00000235244	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	115694880	115969148	-	ENSG00000235244	DANT2	lncRNA			Unknown	nonPAR
KDM5C-IT1	ENSG00000235262	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	53212408	53214679	-	ENSG00000235262	KDM5C-IT1	lncRNA			Unknown	nonPAR
LINC01281	ENSG00000235304	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	39304956	39327362	-	ENSG00000235304	LINC01281	lncRNA			Unknown	nonPAR
LINC02154	ENSG00000235385	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	13266041	13303452	-	ENSG00000235385	LINC02154	lncRNA	GS1-600G8.5	Escape	Escape	nonPAR
LINC01278	ENSG00000235437	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	63222993	63561095	-	ENSG00000235437	LINC01278	lncRNA			Unknown	nonPAR
ENSG00000235461	ENSG00000235461	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	85210684	85220021	+	ENSG00000235461	ENSG00000235461	lncRNA			Unknown	nonPAR
GYG2-AS1	ENSG00000235483	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	2852740	2853760	-	ENSG00000235483	GYG2-AS1	lncRNA			Unknown	nonPAR
TAB3-AS2	ENSG00000235512	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	30854321	30854707	+	ENSG00000235512	TAB3-AS2	lncRNA			Unknown	nonPAR
CXorf51B	ENSG00000235699	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	146809771	146810411	+	ENSG00000235699	CXorf51B	protein_coding	CXorf51B	Unknown	Unknown	nonPAR
EOLA2-DT	ENSG00000235703	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	149938613	150224580	+	ENSG00000235703	EOLA2-DT	lncRNA			Unknown	nonPAR
HCFC1-AS1	ENSG00000235802	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	153969325	153970087	+	ENSG00000235802	HCFC1-AS1	lncRNA			Unknown	nonPAR
ENSG00000235806	ENSG00000235806	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	38770331	38799658	+	ENSG00000235806	ENSG00000235806	lncRNA			Unknown	nonPAR
ENSG00000235813	ENSG00000235813	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	134599457	134606254	+	ENSG00000235813	ENSG00000235813	lncRNA			Unknown	nonPAR
ENSG00000235834	ENSG00000235834	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	17528435	17587160	+	ENSG00000235834	ENSG00000235834	lncRNA			Unknown	nonPAR
HS6ST2-AS1	ENSG00000235849	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	132667642	132669888	+	ENSG00000235849	HS6ST2-AS1	lncRNA			Unknown	nonPAR
PNMA6A	ENSG00000235961	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	153072454	153075019	+	ENSG00000235961	PNMA6A	protein_coding	PNMA6A,PNMA6C	Inactive,Unknown	Inactive	nonPAR
ASMTL-AS1	ENSG00000236017	X	True	PAR	PAR	PAR	PAR	chrX	1401769	1414028	+	ENSG00000236017	ASMTL-AS1	lncRNA			Unknown	PAR1
ENSG00000236064	ENSG00000236064	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	107857364	107936256	-	ENSG00000236064	ENSG00000236064	lncRNA			Unknown	nonPAR
LINC02243	ENSG00000236091	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	134949549	134953382	+	ENSG00000236091	LINC02243	lncRNA			Unknown	nonPAR
LINC03070	ENSG00000236120	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	5653418	5726326	-	ENSG00000236120	LINC03070	lncRNA			Unknown	nonPAR
CT47A3	ENSG00000236126	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120972746	120976068	-	ENSG00000236126	CT47A3	protein_coding	CT47A12,CT47A3	Unknown	Unknown	nonPAR
PRKX-AS1	ENSG00000236188	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	3659487	3668192	+	ENSG00000236188	PRKX-AS1	lncRNA			Unknown	nonPAR
DIAPH2-AS1	ENSG00000236256	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	97431286	97642589	-	ENSG00000236256	DIAPH2-AS1	lncRNA			Unknown	nonPAR
NDP-AS1	ENSG00000236276	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	43949732	43971582	+	ENSG00000236276	NDP-AS1	lncRNA			Unknown	nonPAR
FMR1-IT1	ENSG00000236337	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	147946941	147947583	+	ENSG00000236337	FMR1-IT1	lncRNA			Unknown	nonPAR
GAGE12F	ENSG00000236362	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	49551278	49568218	+	ENSG00000236362	GAGE12F	protein_coding	GAGE12F,GAGE12I,GAGE2C	Unknown	Unknown	nonPAR
CT47A1	ENSG00000236371	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120982476	120985760	-	ENSG00000236371	CT47A1	protein_coding	CT47A1,CT47A12	Unknown	Unknown	nonPAR
ENSG00000236393	ENSG00000236393	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	40262917	40299061	+	ENSG00000236393	ENSG00000236393	lncRNA			Unknown	nonPAR
CT47B1	ENSG00000236446	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120872607	120875866	-	ENSG00000236446	CT47B1	protein_coding	CT47B1	Unknown	Unknown	nonPAR
ENSG00000236513	ENSG00000236513	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	4627200	4633572	-	ENSG00000236513	ENSG00000236513	lncRNA			Unknown	nonPAR
GAGE12B	ENSG00000236737	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	49529869	49529985	+	ENSG00000236737	GAGE12B	protein_coding	GAGE12B	Unknown	Unknown	nonPAR
LINC01282	ENSG00000236747	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	39367285	39391807	-	ENSG00000236747	LINC01282	lncRNA			Unknown	nonPAR
LINC01186	ENSG00000236751	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	46256759	46327680	-	ENSG00000236751	LINC01186	lncRNA			Unknown	nonPAR
DMD-AS3	ENSG00000236828	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	32754940	32756400	+	ENSG00000236828	DMD-AS3	lncRNA			Unknown	nonPAR
PCYT1B-AS1	ENSG00000236836	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	24650073	24658237	+	ENSG00000236836	PCYT1B-AS1	lncRNA			Unknown	nonPAR
LINC00106	ENSG00000236871	X	True	PAR	PAR	PAR	PAR	chrX	1396427	1399402	+	ENSG00000236871	LINC00106	lncRNA	LINC00106	Escape	Escape	PAR1
ENSG00000237019	ENSG00000237019	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	22698457	22768966	+	ENSG00000237019	ENSG00000237019	lncRNA			Unknown	nonPAR
ENSG00000237208	ENSG00000237208	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	126109762	126115562	+	ENSG00000237208	ENSG00000237208	lncRNA			Unknown	nonPAR
PPEF1-AS1	ENSG00000237221	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	18688643	18691604	-	ENSG00000237221	PPEF1-AS1	lncRNA			Unknown	nonPAR
ENSG00000237311	ENSG00000237311	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	65925836	66001436	+	ENSG00000237311	ENSG00000237311	lncRNA			Unknown	nonPAR
XIAP-AS1	ENSG00000237331	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	123872626	123873932	-	ENSG00000237331	XIAP-AS1	lncRNA			Unknown	nonPAR
SYP-AS1	ENSG00000237341	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	49198966	49202454	+	ENSG00000237341	SYP-AS1	lncRNA			Unknown	nonPAR
ENSG00000237531	ENSG00000237531	X	True	PAR	PAR	PAR	PAR	chrX	990221	994365	+	ENSG00000237531	ENSG00000237531	lncRNA			Unknown	PAR1
GAGE12C	ENSG00000237671	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	49532177	49539538	+	ENSG00000237671	GAGE12C	protein_coding	GAGE12C,GAGE12E	Unknown	Unknown	nonPAR
ENSG00000237741	ENSG00000237741	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	148498113	148500615	-	ENSG00000237741	ENSG00000237741	lncRNA			Unknown	nonPAR
PHKA2-AS1	ENSG00000237836	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	18890296	18894974	+	ENSG00000237836	PHKA2-AS1	lncRNA			Unknown	nonPAR
IRS4-AS1	ENSG00000237863	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	108736011	108739223	+	ENSG00000237863	IRS4-AS1	lncRNA			Unknown	nonPAR
ENSG00000237903	ENSG00000237903	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	119422917	119423547	+	ENSG00000237903	ENSG00000237903	lncRNA			Unknown	nonPAR
CT47A5	ENSG00000237957	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120963026	120966348	-	ENSG00000237957	CT47A5	protein_coding	CT47A12,CT47A5	Unknown	Unknown	nonPAR
ENSG00000237994	ENSG00000237994	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	28942050	28942568	+	ENSG00000237994	ENSG00000237994	lncRNA			Unknown	nonPAR
ENSG00000238039	ENSG00000238039	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	149511509	149526264	-	ENSG00000238039	ENSG00000238039	lncRNA			Unknown	nonPAR
MID1IP1-AS1	ENSG00000238123	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	38801568	38803883	-	ENSG00000238123	MID1IP1-AS1	lncRNA			Unknown	nonPAR
ENSG00000238178	ENSG00000238178	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	16152941	16170869	-	ENSG00000238178	ENSG00000238178	lncRNA			Unknown	nonPAR
MPC1L	ENSG00000238205	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	40623428	40624136	+	ENSG00000238205	MPC1L	protein_coding			Unknown	nonPAR
ETDA	ENSG00000238210	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135252061	135253583	+	ENSG00000238210	ETDA	protein_coding			Unknown	nonPAR
PAGE2B	ENSG00000238269	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	55075030	55078909	+	ENSG00000238269	PAGE2B	protein_coding	PAGE2B	Unknown	Unknown	nonPAR
ENSG00000239407	ENSG00000239407	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	102884414	102906158	+	ENSG00000239407	ENSG00000239407	lncRNA			Unknown	nonPAR
ENSG00000240143	ENSG00000240143	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	129794994	129796963	+	ENSG00000240143	ENSG00000240143	lncRNA			Unknown	nonPAR
RPL36A	ENSG00000241343	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	101390824	101396155	+	ENSG00000241343	RPL36A	protein_coding	RPL36A	Inactive	Inactive	nonPAR
SSX2	ENSG00000241476	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	52696896	52707178	-	ENSG00000241476	SSX2	protein_coding	SSX2,SSX2B	Unknown	Unknown	nonPAR
XACT	ENSG00000241743	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	113616300	114059289	-	ENSG00000241743	XACT	lncRNA			Unknown	nonPAR
EOLA1-DT	ENSG00000241769	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	149527591	149540959	-	ENSG00000241769	EOLA1-DT	lncRNA			Unknown	nonPAR
ENSG00000241886	ENSG00000241886	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	30698207	30721932	+	ENSG00000241886	ENSG00000241886	lncRNA			Unknown	nonPAR
ENSG00000242021	ENSG00000242021	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	27042907	27176298	-	ENSG00000242021	ENSG00000242021	lncRNA			Unknown	nonPAR
CT47A2	ENSG00000242362	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120977606	120980928	-	ENSG00000242362	CT47A2	protein_coding	CT47A12,CT47A2	Unknown	Unknown	nonPAR
RTL5	ENSG00000242732	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	72127110	72131915	-	ENSG00000242732	RTL5	protein_coding	RGAG4	Inactive	Inactive	nonPAR
GK-AS1	ENSG00000243055	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	30699998	30724174	-	ENSG00000243055	GK-AS1	lncRNA			Unknown	nonPAR
PRAF2	ENSG00000243279	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	49071161	49074002	-	ENSG00000243279	PRAF2	protein_coding	PRAF2	Inactive	Inactive	nonPAR
RTL9	ENSG00000243978	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	110358848	110456334	+	ENSG00000243978	RTL9	protein_coding	RGAG1	Variable	Variable	nonPAR
USP51	ENSG00000247746	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	55484616	55489848	-	ENSG00000247746	USP51	protein_coding	USP51	Unknown	Unknown	nonPAR
H2AL1Q	ENSG00000249467	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	36719829	36720573	+	ENSG00000249467	H2AL1Q	protein_coding			Unknown	nonPAR
KIAA1210	ENSG00000250423	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	119078635	119150579	-	ENSG00000250423	KIAA1210	protein_coding	KIAA1210	Variable	Variable	nonPAR
ZNF674	ENSG00000251192	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	46497725	46545457	-	ENSG00000251192	ZNF674	protein_coding	ZNF674	Inactive	Inactive	nonPAR
RHOXF1-AS1	ENSG00000258545	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120036236	120146855	+	ENSG00000258545	RHOXF1-AS1	lncRNA			Unknown	nonPAR
ENSG00000259977	ENSG00000259977	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	37906147	37949405	+	ENSG00000259977	ENSG00000259977	lncRNA			Unknown	nonPAR
ENSG00000260118	ENSG00000260118	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	68013470	68014901	-	ENSG00000260118	ENSG00000260118	lncRNA			Unknown	nonPAR
ENSG00000260585	ENSG00000260585	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	121871869	121876865	+	ENSG00000260585	ENSG00000260585	lncRNA			Unknown	nonPAR
ENSG00000260683	ENSG00000260683	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	127660631	127662530	-	ENSG00000260683	ENSG00000260683	lncRNA			Unknown	nonPAR
SERTM2	ENSG00000260802	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	111511645	111522399	+	ENSG00000260802	SERTM2	protein_coding	LINC00890	Unknown	Unknown	nonPAR
ENSG00000261030	ENSG00000261030	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	13093660	13094573	+	ENSG00000261030	ENSG00000261030	lncRNA			Unknown	nonPAR
ENSG00000261101	ENSG00000261101	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	101627868	101628523	+	ENSG00000261101	ENSG00000261101	lncRNA			Unknown	nonPAR
ENSG00000261435	ENSG00000261435	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	39837536	39848358	-	ENSG00000261435	ENSG00000261435	lncRNA			Unknown	nonPAR
CCNQ	ENSG00000262919	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	153587925	153600045	-	ENSG00000262919	CCNQ	protein_coding	FAM58A	Inactive	Inactive	nonPAR
ENSG00000266560	ENSG00000266560	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	152114994	152138556	-	ENSG00000266560	ENSG00000266560	lncRNA			Unknown	nonPAR
UXT-AS1	ENSG00000267064	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	47658833	47692326	+	ENSG00000267064	UXT-AS1	lncRNA			Unknown	nonPAR
MAGEA9B	ENSG00000267978	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	149581653	149587459	-	ENSG00000267978	MAGEA9B	protein_coding	MAGEA9,MAGEA9B	Unknown	Unknown	nonPAR
SSX4	ENSG00000268009	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	48383516	48393347	+	ENSG00000268009	SSX4	protein_coding	SSX4,SSX4B	Unknown	Unknown	nonPAR
FMR1-AS1	ENSG00000268066	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	147909431	147911817	-	ENSG00000268066	FMR1-AS1	lncRNA			Unknown	nonPAR
GABRQ	ENSG00000268089	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	152637895	152657542	+	ENSG00000268089	GABRQ	protein_coding	GABRQ	Unknown	Unknown	nonPAR
SLC6A14	ENSG00000268104	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	116436606	116461458	+	ENSG00000268104	SLC6A14	protein_coding	SLC6A14	Inactive	Inactive	nonPAR
OPN1MW	ENSG00000268221	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	154182596	154196861	+	ENSG00000268221	OPN1MW	protein_coding	OPN1MW	Unknown	Unknown	nonPAR
TCP11X1	ENSG00000268235	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	102215298	102229532	+	ENSG00000268235	TCP11X1	protein_coding	TCP11X1,TCP11X2	Unknown	Unknown	nonPAR
FAM156A	ENSG00000268350	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	52926402	52995472	-	ENSG00000268350	FAM156A	protein_coding	FAM156A,FAM156B	Inactive,Unknown	Inactive	nonPAR
SSX2B	ENSG00000268447	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	52751132	52790305	+	ENSG00000268447	SSX2B	protein_coding	SSX2B	Unknown	Unknown	nonPAR
MAGEA2	ENSG00000268606	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	152749863	152753884	-	ENSG00000268606	MAGEA2	protein_coding	MAGEA2,MAGEA2B	Unknown	Unknown	nonPAR
TEX13A	ENSG00000268629	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	105218929	105220694	-	ENSG00000268629	TEX13A	protein_coding	TEX13A	Unknown	Unknown	nonPAR
CTAG1A	ENSG00000268651	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	154585133	154586816	+	ENSG00000268651	CTAG1A	protein_coding	CTAG1A,CTAG1B	Unknown	Unknown	nonPAR
HSFX2	ENSG00000268738	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	149592512	149595314	-	ENSG00000268738	HSFX2	protein_coding	HSFX2	Unknown	Unknown	nonPAR
CSAG2	ENSG00000268902	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	152708261	152714549	-	ENSG00000268902	CSAG2	protein_coding			Unknown	nonPAR
CSAG3	ENSG00000268916	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	152753921	152760222	+	ENSG00000268916	CSAG3	protein_coding			Unknown	nonPAR
CT45A1	ENSG00000268940	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135713639	135723539	+	ENSG00000268940	CT45A1	protein_coding	CT45A1	Unknown	Unknown	nonPAR
SPANXN2	ENSG00000268988	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	143711955	143720752	-	ENSG00000268988	SPANXN2	protein_coding	SPANXN2	Unknown	Unknown	nonPAR
FAM236B	ENSG00000268994	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	72781865	72782660	-	ENSG00000268994	FAM236B	protein_coding			Unknown	nonPAR
CT45A3	ENSG00000269096	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135759846	135768191	-	ENSG00000269096	CT45A3	protein_coding	CT45A1,CT45A3,CT45A4	Unknown	Unknown	nonPAR
TMSB15C	ENSG00000269226	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	104063871	104076236	-	ENSG00000269226	TMSB15C	protein_coding	TMSB15B	Inactive	Inactive	nonPAR
MAGIX	ENSG00000269313	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	49162564	49168774	+	ENSG00000269313	MAGIX	protein_coding	MAGIX	Inactive	Inactive	nonPAR
IKBKG	ENSG00000269335	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	154541199	154565046	+	ENSG00000269335	IKBKG	protein_coding	IKBKG	Escape	Escape	nonPAR
NXF2	ENSG00000269405	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	102247167	102326722	+	ENSG00000269405	NXF2	protein_coding	NXF2,NXF2B	Unknown	Unknown	nonPAR
OPN1MW3	ENSG00000269433	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	154257582	154271090	+	ENSG00000269433	OPN1MW3	protein_coding			Unknown	nonPAR
NXF2B	ENSG00000269437	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	102360395	102440008	-	ENSG00000269437	NXF2B	protein_coding	NXF2B	Unknown	Unknown	nonPAR
DMRTC1	ENSG00000269502	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	72872025	72943837	-	ENSG00000269502	DMRTC1	protein_coding	DMRTC1,DMRTC1B	Unknown	Unknown	nonPAR
TMEM185A	ENSG00000269556	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	149596556	149631912	-	ENSG00000269556	TMEM185A	protein_coding	TMEM185A	Inactive	Inactive	nonPAR
CT45A10	ENSG00000269586	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135881063	135893444	-	ENSG00000269586	CT45A10	protein_coding	CT45A5	Unknown	Unknown	nonPAR
SLC25A53	ENSG00000269743	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	104099214	104157009	-	ENSG00000269743	SLC25A53	protein_coding	SLC25A53	Inactive	Inactive	nonPAR
SSX4B	ENSG00000269791	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	48402082	48411960	-	ENSG00000269791	SSX4B	protein_coding	SSX4,SSX4B	Unknown	Unknown	nonPAR
ENSG00000269902	ENSG00000269902	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	45764772	45765299	-	ENSG00000269902	ENSG00000269902	lncRNA			Unknown	nonPAR
FAM226B	ENSG00000269911	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	72777608	72779097	+	ENSG00000269911	FAM226B	lncRNA			Unknown	nonPAR
ENSG00000269993	ENSG00000269993	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	151182386	151182855	+	ENSG00000269993	ENSG00000269993	lncRNA			Unknown	nonPAR
ENSG00000270012	ENSG00000270012	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	49273054	49275768	+	ENSG00000270012	ENSG00000270012	lncRNA			Unknown	nonPAR
ENSG00000270050	ENSG00000270050	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	102599657	102659899	-	ENSG00000270050	ENSG00000270050	lncRNA			Unknown	nonPAR
ENSG00000270052	ENSG00000270052	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	151497726	151498354	+	ENSG00000270052	ENSG00000270052	lncRNA			Unknown	nonPAR
MIR222HG	ENSG00000270069	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	45745210	45770274	-	ENSG00000270069	MIR222HG	lncRNA			Unknown	nonPAR
TSIX	ENSG00000270641	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	73792205	73829231	+	ENSG00000270641	TSIX	lncRNA	TSIX	Unknown	Unknown	nonPAR
CT45A9	ENSG00000270946	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135863418	135871812	-	ENSG00000270946	CT45A9	protein_coding			Unknown	nonPAR
